season,week,date,time_et,game_type,away,home,rank_away,rank_home,conf_away,conf_home,neutral,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,first_downs_away,first_downs_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,total_yards_away,total_yards_home,fum_away,fum_home,int_away,int_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,possession_away,possession_home,attendance,tv
2005,5,2005-10-01,12:00 PM,regular,Texas,Missouri,2,,big12,big12,False,51,20,14,10,13,14,0,13,0,0,7,0,23,27,4,10,7,18,0,2,1,2,15,22,249,21,39,220,50,349,47,139,585,330,1,3,1,1,0,0,0,0,18.17,18.52,,ABC
2005,5,2005-10-01,12:00 PM,regular,Virginia Tech,West Virginia,3,,acc,big-east,False,34,17,10,14,3,7,0,0,14,3,0,0,23,11,10,15,5,13,0,0,1,1,15,17,182,11,14,115,53,214,34,150,391,253,0,2,0,0,0,0,0,0,22.67,14,,ESPN
2005,5,2005-10-01,12:00 PM,regular,Connecticut,Army,,,big-east,ind,False,47,13,7,17,6,17,0,6,0,7,0,0,19,17,3,15,3,19,1,1,2,6,18,27,182,19,42,227,44,167,40,71,347,261,0,0,0,4,0,0,0,0,17.43,19.27,,ESPN3
2005,5,2005-10-01,12:00 PM,regular,Florida Atlantic,Louisville,,24,sun-belt,big-east,False,10,61,3,7,0,0,0,3,17,27,14,0,15,25,3,14,3,9,0,0,0,2,15,25,242,15,24,282,42,15,41,326,202,608,1,0,1,1,0,0,0,0,22.53,14.12,,
2005,5,2005-10-01,12:00 PM,regular,Virginia,Maryland,19,,acc,acc,False,33,45,0,20,6,7,0,7,14,3,21,0,19,33,7,17,7,11,0,2,1,1,17,35,297,25,33,329,35,136,46,250,406,570,0,0,0,2,0,0,0,0,17.3,19.37,,ESPN College Extra
2005,5,2005-10-01,12:00 PM,regular,Michigan,Michigan State,,11,big10,big10,False,34,31,14,10,0,7,3,7,14,3,7,0,21,21,4,17,8,14,3,3,0,0,26,36,260,20,31,299,43,232,37,173,488,455,2,2,1,2,0,0,0,0,18.2,17.93,,ABC
2005,5,2005-10-01,12:00 PM,regular,Indiana,Wisconsin,,17,big10,big10,False,24,41,7,10,0,7,0,17,14,3,7,0,18,20,4,18,5,14,1,1,0,0,20,41,269,13,24,295,33,125,38,103,369,377,3,0,2,2,0,0,0,0,17.6,18.27,,ESPN2
2005,5,2005-10-01,12:10 PM,regular,Illinois,Iowa,,,big10,big10,False,7,35,0,0,7,0,0,14,0,14,7,0,21,25,9,18,6,9,0,2,0,0,32,44,253,17,23,175,33,141,39,301,374,476,0,1,1,1,0,0,0,0,18,17.4,,ESPN College Extra
2005,5,2005-10-01,12:30 PM,regular,Baylor,Texas A&M,,,big12,big12,False,13,16,3,0,7,0,3,7,0,0,3,6,23,15,9,19,5,16,0,2,2,2,25,45,262,12,31,132,45,125,34,155,347,287,2,0,0,2,0,0,0,0,21.33,15.33,,
2005,5,2005-10-01,12:30 PM,regular,Ole Miss,Tennessee,,10,sec,sec,False,10,27,3,0,0,7,0,14,3,3,7,0,15,23,5,13,9,18,1,2,1,3,18,38,223,18,35,213,25,50,48,172,250,378,1,0,2,0,0,0,0,0,14.55,21.77,,ESPN College Extra
2005,5,2005-10-01,1:00 PM,regular,Ball State,Boston College,,21,mac,acc,False,0,38,0,0,0,0,0,14,7,3,14,0,11,29,2,14,8,12,1,1,0,0,18,24,125,24,33,248,32,46,38,223,159,471,0,2,0,0,0,0,0,0,17.18,19.48,,
2005,5,2005-10-01,1:00 PM,regular,Navy,Duke,,,ind,acc,False,28,21,7,0,14,7,0,7,0,3,11,0,13,20,4,9,11,20,0,1,2,2,4,9,93,16,27,172,35,326,58,179,413,331,1,0,1,1,0,0,0,0,12.3,23.63,,
2005,5,2005-10-01,1:35 PM,regular,Utah,North Carolina,,,mwc,acc,False,17,31,0,7,7,3,0,7,3,7,14,0,22,20,4,13,7,16,0,1,0,1,22,34,235,16,31,276,38,167,39,85,378,352,6,0,1,2,0,0,0,0,18.42,18.25,,
2005,5,2005-10-01,2:00 PM,regular,Kent State,Eastern Michigan,,,mac,mac,False,20,27,0,0,7,13,0,7,7,13,0,0,22,21,7,15,10,20,0,1,0,1,29,46,270,23,40,231,30,76,41,122,319,340,0,0,2,1,0,0,0,0,15.37,21.57,,
2005,5,2005-10-01,2:05 PM,regular,Colorado,Oklahoma State,,,big12,big12,False,34,0,7,3,14,10,0,0,0,0,0,0,18,11,6,16,2,17,0,0,2,3,16,28,172,14,29,146,41,213,38,92,381,208,1,0,0,2,0,0,0,0,18.5,18.13,,
2005,5,2005-10-01,2:30 PM,regular,LSU,Mississippi State,4,,sec,sec,False,37,7,10,7,20,0,0,7,0,0,0,0,23,12,4,9,1,11,0,0,1,2,23,28,242,11,26,203,37,172,28,56,402,229,1,0,0,1,0,0,0,0,19.77,16,,ESPN College Extra
2005,5,2005-10-01,3:00 PM,regular,UNLV,Wyoming,,,mwc,mwc,False,17,42,0,3,0,14,0,14,14,7,7,0,20,25,5,16,5,12,1,2,0,0,26,48,271,23,31,374,32,91,34,95,330,441,1,0,2,0,0,0,0,0,17.45,19.22,,ESPN College Extra
2005,5,2005-10-01,3:30 PM,regular,Syracuse,Florida State,,6,big-east,acc,False,14,38,0,0,7,7,0,7,10,7,14,0,12,18,4,15,7,16,0,1,1,1,14,25,231,22,36,418,31,45,36,116,234,512,3,1,1,1,0,0,0,0,17.65,19.38,,ABC
2005,5,2005-10-01,3:30 PM,regular,Florida,Alabama,5,15,sec,sec,False,3,31,0,3,0,0,0,17,7,7,0,0,15,17,4,16,4,12,2,5,0,1,16,37,207,15,18,300,31,139,37,121,326,407,0,2,2,0,0,0,0,0,17.57,19.12,,CBS
2005,5,2005-10-01,3:30 PM,regular,USC,Arizona State,1,14,pac12,pac12,False,38,28,0,3,14,21,0,7,14,0,7,0,27,20,5,15,6,14,0,2,1,2,23,39,270,26,45,380,49,373,32,68,631,415,1,0,0,5,0,0,0,0,21.53,15.13,,ABC
2005,5,2005-10-01,3:30 PM,regular,Iowa State,Nebraska,23,,big12,big12,False,20,27,0,3,10,0,7,3,0,7,3,14,21,26,6,19,4,14,1,2,0,1,23,41,360,36,55,451,38,57,25,36,374,467,0,1,1,0,0,0,0,0,19.12,17.15,,ABC
2005,5,2005-10-01,3:30 PM,regular,Minnesota,Penn State,18,,big10,big10,False,14,44,0,7,0,7,0,10,10,17,7,0,13,35,6,15,12,19,2,3,1,1,16,28,179,13,32,175,32,113,59,364,287,539,1,0,1,0,0,0,0,0,14.55,21.1,106604,ABC Regional
2005,5,2005-10-01,3:30 PM,regular,Southeastern Louisiana,Tulane,,,,cusa,False,21,28,0,0,7,14,0,7,0,7,14,0,16,15,0,0,7,19,0,0,1,3,38,54,243,24,50,332,27,41,21,28,309,352,1,0,1,2,5,24,0,0,21.83,14.48,16826,
2005,5,2005-10-01,3:30 PM,regular,Clemson,Wake Forest,,,acc,acc,False,27,31,7,14,6,0,0,14,7,0,10,0,28,17,7,13,8,16,0,1,1,1,28,42,319,20,25,236,38,150,41,133,454,355,0,1,2,1,0,0,0,0,18.35,18.55,,ESPNU
2005,5,2005-10-01,4:00 PM,regular,SMU,Marshall,,,cusa,cusa,False,13,16,0,7,3,0,3,0,0,0,10,6,7,27,5,18,5,18,0,0,1,1,10,25,159,34,60,320,34,40,33,99,191,413,0,0,0,1,0,0,0,0,15.98,20.22,,
2005,5,2005-10-01,4:00 PM,regular,Washington State,Oregon State,,,pac12,pac12,False,33,44,7,23,0,3,0,10,6,7,21,0,30,21,9,17,7,19,0,1,0,1,31,59,550,20,45,302,38,107,36,114,638,410,1,1,4,2,0,0,0,0,14.58,11.48,,
2005,5,2005-10-01,4:00 PM,regular,Temple,Bowling Green,,,ind,mac,False,7,69,0,7,0,0,0,14,28,21,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,5,2005-10-01,5:00 PM,regular,Utah State,Idaho,,,wac,wac,False,13,27,0,0,13,0,0,7,7,0,13,0,19,21,6,14,10,15,0,1,0,1,14,27,168,20,25,259,34,136,41,101,293,339,0,2,3,1,0,0,0,0,16.38,20.23,,
2005,5,2005-10-01,5:00 PM,regular,Oregon,Stanford,,,pac12,pac12,False,44,20,7,14,17,6,0,10,3,0,7,0,25,17,9,15,2,10,1,2,0,0,30,39,469,16,29,192,35,132,27,64,595,220,1,1,1,2,0,0,0,0,19,17.77,,
2005,5,2005-10-01,6:00 PM,regular,Florida A&M,FIU,,,,sun-belt,False,6,23,0,0,0,6,0,3,14,3,3,0,6,19,0,0,2,13,0,0,1,2,10,18,106,15,23,226,26,28,44,244,154,470,0,0,2,0,4,20,0,0,15.52,21.5,16512,
2005,5,2005-10-01,6:00 PM,regular,Central Michigan,Akron,,,mac,mac,False,31,17,0,7,10,14,0,10,7,0,0,0,16,22,5,17,7,20,0,0,1,1,18,33,224,30,57,281,39,237,24,90,461,360,0,2,1,3,0,0,0,0,17.1,19.13,,
2005,5,2005-10-01,6:00 PM,regular,Southern Miss,East Carolina,,,cusa,cusa,False,33,7,3,17,10,3,0,0,7,0,0,0,26,20,9,17,6,11,0,2,0,1,23,35,345,20,28,211,42,169,34,161,493,363,1,4,0,1,0,0,0,0,20.48,16.18,,
2005,5,2005-10-01,7:00 PM,regular,Middle Tennessee,Vanderbilt,,,sun-belt,sec,False,17,15,0,14,0,3,0,3,3,3,6,0,11,23,3,13,8,18,0,0,0,0,14,22,161,26,45,250,31,62,33,102,209,347,0,0,0,1,0,0,0,0,15.2,21.45,,
2005,5,2005-10-01,7:00 PM,regular,New Mexico State,Louisiana Tech,,,wac,wac,False,14,34,0,0,0,14,0,7,17,10,0,0,19,22,3,12,6,17,2,3,1,1,25,43,290,22,39,249,25,92,42,177,353,426,3,0,4,0,0,0,0,0,14.55,22.52,,
2005,5,2005-10-01,7:00 PM,regular,Buffalo,Western Michigan,,,mac,mac,False,21,31,0,0,0,21,0,10,14,0,7,0,20,16,5,18,2,11,2,3,0,0,30,38,329,14,24,192,41,72,31,151,360,335,1,0,0,0,0,0,0,0,22.5,14.15,,
2005,5,2005-10-01,7:00 PM,regular,Houston,Tulsa,,,cusa,cusa,False,30,23,3,20,0,7,0,13,0,3,7,0,22,17,4,15,10,21,1,1,0,0,19,31,290,26,49,304,45,200,26,77,476,360,1,3,1,1,0,0,0,0,18.38,17.58,,
2005,5,2005-10-01,7:00 PM,regular,New Mexico,TCU,,,mwc,mwc,False,28,49,0,14,14,0,0,28,0,14,7,0,24,13,7,20,0,13,1,2,1,2,25,44,260,16,28,192,45,175,34,272,420,464,2,1,4,0,0,0,0,0,21.27,15.58,,ESPN College Extra
2005,5,2005-10-01,7:00 PM,regular,Arkansas State,UL-Monroe,,,sun-belt,sun-belt,False,27,31,7,7,10,3,0,7,17,0,7,0,29,22,11,18,4,12,0,1,1,2,22,32,286,16,32,261,51,175,34,148,450,409,1,0,1,0,0,0,0,0,20.97,15.7,,
2005,5,2005-10-01,7:00 PM,regular,Kansas State,Oklahoma,,,big12,big12,False,21,43,0,0,15,6,0,9,10,14,10,0,15,19,4,14,3,13,0,1,0,0,14,29,264,12,22,141,32,22,44,232,248,371,2,0,1,0,0,0,0,0,17.22,18.68,,
2005,5,2005-10-01,7:00 PM,regular,Nevada,San Jose State,,,wac,wac,False,30,23,13,7,0,10,0,0,17,3,3,0,26,16,11,17,2,15,0,0,1,2,20,35,254,20,40,331,44,148,25,49,374,377,2,0,0,2,0,0,0,0,18.45,14.9,,ABC
2005,5,2005-10-01,7:00 PM,regular,Rice,UAB,,,cusa,cusa,False,26,45,3,13,3,7,0,14,21,0,10,0,26,24,4,8,7,12,0,0,1,2,9,18,100,27,36,379,51,267,31,134,365,506,1,0,3,0,0,0,0,0,19.45,16.87,,
2005,5,2005-10-01,7:00 PM,regular,South Carolina,Auburn,,,sec,sec,False,7,48,0,0,0,7,0,17,14,10,7,0,7,21,2,12,5,14,0,2,1,2,16,24,142,21,34,270,28,70,39,123,199,388,1,0,0,0,0,0,0,0,17.5,19.15,,ESPN2
2005,5,2005-10-01,7:00 PM,regular,Kansas,Texas Tech,,16,big12,big12,False,17,30,0,0,14,3,0,7,13,7,3,0,19,24,5,17,4,15,0,1,0,0,21,38,179,34,53,369,37,117,26,47,271,380,1,3,2,1,0,0,0,0,18.3,18.38,,
2005,5,2005-10-01,7:00 PM,regular,Arizona,California,,12,pac12,pac12,False,0,28,0,0,0,0,0,7,7,7,7,0,13,18,5,16,5,13,0,1,0,1,19,36,175,14,21,161,28,37,44,194,206,331,0,1,3,1,0,0,0,0,15.92,20.78,,
2005,5,2005-10-01,7:45 PM,regular,Notre Dame,Purdue,13,22,ind,big10,False,49,28,7,21,7,14,0,0,0,14,14,0,32,29,9,16,5,13,0,1,1,3,30,39,468,33,58,350,50,153,24,164,621,514,0,1,2,1,0,0,0,0,22.03,14.6,,ESPN
2005,5,2005-10-01,8:00 PM,regular,USF,Miami (FL),,9,big-east,acc,False,7,27,0,0,0,7,0,17,3,0,7,0,15,20,6,18,4,13,1,1,0,1,11,31,98,13,26,191,40,105,46,178,174,351,1,4,4,1,0,0,0,0,17.05,19.5,,ESPNU
2005,5,2005-10-01,8:00 PM,regular,UTEP,Memphis,,,cusa,cusa,False,20,27,3,3,6,8,0,0,7,10,10,0,30,17,3,14,4,16,0,1,0,0,23,53,454,13,21,137,25,74,51,252,505,374,4,0,3,0,0,0,0,0,14.6,22.07,,CBSSN
2005,5,2005-10-01,8:00 PM,regular,UCF,UL-Lafayette,,,cusa,sun-belt,False,24,21,14,7,0,3,0,0,7,14,0,0,23,20,7,16,5,13,0,0,0,0,15,25,286,15,29,133,48,129,40,181,361,309,2,0,1,2,0,0,0,0,19.83,16.85,,
2005,5,2005-10-01,10:00 PM,regular,BYU,San Diego State,,,mwc,mwc,False,10,31,0,3,0,7,0,0,17,7,7,0,15,26,4,16,13,20,1,2,0,1,25,49,280,21,31,248,19,44,55,265,305,508,1,1,2,0,0,0,0,0,15.45,21.23,,ESPN College Extra
2005,5,2005-10-01,10:15 PM,regular,Washington,UCLA,,20,pac12,pac12,False,17,21,3,7,7,0,0,0,0,7,14,0,17,20,3,16,2,11,1,2,1,1,14,28,198,29,44,287,41,213,25,65,401,352,2,0,0,2,0,0,0,0,19.27,17.42,,
2005,5,2005-10-01,12:05 AM,regular,Boise State,Hawaii,,,wac,wac,False,44,41,0,7,14,23,0,10,10,8,13,0,23,25,6,17,4,14,3,3,1,1,18,33,224,30,55,449,48,223,22,114,430,556,4,0,1,2,0,0,0,0,18.72,17.93,,ESPN College Extra
2005,6,2005-10-04,7:30 PM,regular,Troy,North Texas,,,sun-belt,sun-belt,False,13,10,7,0,3,3,0,0,3,0,7,0,24,12,3,14,6,15,1,1,0,1,5,12,60,9,27,149,64,283,31,100,323,229,1,3,1,2,0,0,0,0,22.48,14.2,,ESPN2
2005,6,2005-10-05,7:30 PM,regular,Miami (OH),Northern Illinois,,,mac,mac,False,27,38,7,0,10,10,0,7,21,0,10,0,19,21,2,12,6,13,1,1,0,0,17,32,133,19,22,304,31,168,42,220,301,516,0,1,1,1,0,0,0,0,16.28,20.38,,ESPN2
2005,6,2005-10-06,7:30 PM,regular,NC State,Georgia Tech,,24,acc,acc,False,17,14,7,3,0,7,0,0,0,7,7,0,14,29,4,13,6,21,0,0,3,3,18,25,252,21,53,279,31,56,38,164,286,443,0,0,2,2,0,0,0,0,15.8,20.88,,ESPN
2005,6,2005-10-06,8:00 PM,regular,Florida Atlantic,UL-Lafayette,,,sun-belt,sun-belt,False,28,10,7,0,0,21,0,10,0,0,0,0,23,11,6,17,1,9,1,1,0,0,17,27,293,6,18,48,50,154,33,170,430,217,0,0,0,2,0,0,0,0,22.15,14.53,,
2005,6,2005-10-07,8:00 PM,regular,Syracuse,Connecticut,,,big-east,big-east,False,7,26,0,0,0,7,0,6,3,17,0,0,13,18,3,15,3,15,0,2,0,0,10,31,139,6,15,45,34,148,58,297,273,342,1,0,2,0,0,0,0,0,15.22,21.45,,ESPN2
2005,6,2005-10-08,12:00 PM,regular,Kansas,Kansas State,,,big12,big12,False,3,12,0,3,0,0,0,0,0,3,9,0,8,13,3,14,5,17,0,3,0,0,8,22,130,15,24,160,33,109,45,35,236,182,3,0,0,1,0,0,0,0,13.45,23.22,,
2005,6,2005-10-08,12:00 PM,regular,West Virginia,Rutgers,,,big-east,big-east,False,27,14,14,7,3,3,0,0,7,7,0,0,15,17,5,12,7,17,0,0,1,3,9,11,90,18,31,183,43,236,40,124,314,295,0,1,0,3,0,0,0,0,15.95,20.1,,
2005,6,2005-10-08,12:00 PM,regular,Illinois,Indiana,,,big10,big10,False,13,36,0,10,3,0,0,7,14,0,15,0,19,23,5,16,8,18,0,1,1,1,22,39,240,22,35,215,35,113,47,205,343,403,1,3,2,1,0,0,0,0,17.42,19.25,,
2005,6,2005-10-08,12:00 PM,regular,Wisconsin,Northwestern,14,,big10,big10,False,48,51,7,10,10,21,0,0,10,27,14,0,27,28,9,15,8,12,1,1,0,0,24,32,337,26,36,361,41,189,45,313,515,674,0,2,2,0,0,0,0,0,18.62,18.08,,
2005,6,2005-10-08,12:00 PM,regular,Wake Forest,Florida State,,4,acc,acc,False,24,41,7,0,10,7,0,17,3,0,21,0,15,27,5,17,5,13,2,3,1,1,18,25,175,24,37,415,43,247,36,192,415,587,0,0,0,0,0,0,0,0,13.23,11.42,,
2005,6,2005-10-08,12:00 PM,regular,Marshall,Virginia Tech,,3,cusa,acc,False,14,41,0,7,0,7,0,7,7,20,7,0,20,25,9,18,2,7,1,1,0,0,14,28,141,12,18,191,44,164,42,233,281,409,2,0,1,1,0,0,0,0,20.55,16.12,,
2005,6,2005-10-08,12:30 PM,regular,Mississippi State,Florida,,13,sec,sec,False,9,35,3,0,6,0,0,3,9,9,14,0,10,25,3,13,4,13,0,1,0,0,11,25,174,21,38,298,30,109,37,191,243,480,2,1,1,3,0,0,0,0,15.88,20.8,,
2005,6,2005-10-08,1:00 PM,regular,Central Michigan,Army,,,mac,ind,False,14,10,7,0,0,7,0,7,0,3,0,0,14,14,6,16,3,14,0,1,0,3,15,25,99,7,13,84,39,165,46,173,257,239,1,1,0,0,0,0,0,0,17.9,18.78,,ESPN3
2005,6,2005-10-08,1:00 PM,regular,Maryland,Temple,,,acc,ind,False,38,7,3,14,14,7,0,7,0,0,0,0,26,11,3,13,3,12,1,3,0,0,22,35,261,8,16,131,46,220,37,110,472,226,1,4,1,1,0,0,0,0,20.02,16.07,,
2005,6,2005-10-08,1:00 PM,regular,Oklahoma,Texas,,2,big12,big12,True,12,45,6,0,0,6,0,14,10,7,14,0,12,20,6,18,6,15,1,1,2,2,12,33,115,14,27,255,33,77,40,203,171,444,2,1,1,0,0,0,0,0,18.08,18.32,,ABC
2005,6,2005-10-08,1:00 PM,regular,Virginia,Boston College,,18,acc,acc,False,17,28,0,7,10,0,0,0,7,14,7,0,25,24,6,15,7,14,0,1,0,0,21,35,204,25,37,308,39,145,37,196,340,497,1,1,1,1,0,0,0,0,0,18,,
2005,6,2005-10-08,1:00 PM,regular,Minnesota,Michigan,,21,big10,big10,False,23,20,0,10,10,3,0,3,10,7,0,0,23,19,8,17,3,14,0,1,0,1,11,23,139,14,29,174,57,264,34,94,403,249,1,0,0,0,0,0,0,0,20.17,16.5,,ABC
2005,6,2005-10-08,1:00 PM,regular,Kentucky,South Carolina,,,sec,sec,False,16,44,0,10,6,0,0,7,3,14,20,0,20,24,6,13,6,11,2,4,0,1,12,18,125,24,35,288,53,213,34,139,308,417,5,1,1,1,0,0,0,0,18.78,17.85,,
2005,6,2005-10-08,1:30 PM,regular,Akron,Buffalo,,,mac,mac,False,13,7,0,0,0,13,0,7,0,0,0,0,9,10,3,18,3,16,1,3,0,1,12,33,168,12,25,116,36,79,38,66,224,137,1,1,0,1,0,0,0,0,16.97,19.73,,
2005,6,2005-10-08,1:30 PM,regular,Air Force,Navy,,,mwc,ind,False,24,27,10,7,7,0,0,0,7,10,10,0,15,16,3,11,5,14,0,0,3,3,6,9,124,8,12,177,49,195,52,217,306,388,0,1,1,1,0,0,0,0,15.2,11.4,,
2005,6,2005-10-08,2:00 PM,regular,Baylor,Iowa State,,,big12,big12,False,23,13,10,0,3,10,0,3,10,0,0,0,15,19,8,15,5,12,0,0,1,2,18,26,163,19,31,235,34,116,38,110,276,320,1,2,0,1,0,0,0,0,17.53,19.15,,
2005,6,2005-10-08,2:00 PM,regular,Citadel,Ole Miss,,,,sec,False,7,27,0,0,7,0,0,3,0,21,3,0,0,18,2,12,5,13,0,0,0,0,5,14,21,20,30,282,28,60,38,112,81,366,1,2,1,1,4,35,0,0,15.58,21.62,50272,
2005,6,2005-10-08,2:00 PM,regular,Cincinnati,Pittsburgh,,,big-east,big-east,False,20,38,0,0,14,6,0,3,13,14,8,0,18,16,5,17,5,17,0,1,0,0,13,32,223,14,32,182,41,113,41,146,312,321,1,3,1,0,0,0,0,0,18.87,17.83,,
2005,6,2005-10-08,2:00 PM,regular,Missouri,Oklahoma State,,,big12,big12,False,38,31,7,14,10,7,0,6,3,15,7,0,27,24,6,13,2,10,0,2,1,1,22,29,223,15,27,253,49,326,44,132,549,351,1,3,0,1,0,0,0,0,20.27,16.37,,
2005,6,2005-10-08,3:00 PM,regular,TCU,Wyoming,,,mwc,mwc,False,28,14,9,19,0,0,0,0,7,7,0,0,19,17,6,19,2,14,0,0,2,2,9,24,142,16,36,253,53,145,32,73,257,293,0,4,2,4,0,0,0,0,21.63,15.02,,
2005,6,2005-10-08,3:00 PM,regular,San Diego State,UNLV,,,mwc,mwc,False,10,13,0,7,3,0,0,0,7,0,6,0,10,13,0,15,4,17,3,3,1,1,14,28,148,8,18,97,35,34,49,153,140,241,1,1,3,2,0,0,0,0,15.22,19.68,,ESPN College Extra
2005,6,2005-10-08,3:05 PM,regular,San Jose State,Utah State,,,wac,wac,False,17,24,0,7,7,3,0,7,14,3,0,0,14,18,4,18,7,18,2,4,1,3,16,42,242,17,26,211,29,85,44,84,312,284,0,1,0,0,0,0,0,0,17.15,19.12,,
2005,6,2005-10-08,3:30 PM,regular,Duke,Miami (FL),,9,acc,acc,False,7,52,0,0,7,0,0,7,24,14,7,0,5,27,3,18,5,15,1,2,1,2,4,17,36,22,40,302,40,120,40,255,128,557,1,1,0,2,0,0,0,0,18.33,18.37,,
2005,6,2005-10-08,3:30 PM,regular,Georgia,Tennessee,5,8,sec,sec,False,27,14,7,3,3,14,0,0,0,7,7,0,21,16,6,14,5,15,0,0,0,0,16,27,208,21,36,326,42,198,26,48,405,358,1,3,1,1,0,0,0,0,19.37,16.7,,CBS
2005,6,2005-10-08,3:30 PM,regular,Arizona,USC,,1,pac12,pac12,False,21,42,7,0,14,0,0,7,7,14,14,0,12,39,1,9,10,14,1,2,1,2,16,25,183,29,44,391,23,64,52,337,245,724,0,1,1,1,0,0,0,0,14.33,22.33,,
2005,6,2005-10-08,4:00 PM,regular,Texas Tech,Nebraska,15,,big12,big12,False,34,31,7,14,6,7,0,0,14,7,10,0,23,22,1,10,2,8,3,3,0,1,34,45,406,21,35,240,23,44,35,135,412,364,1,4,1,2,0,0,0,0,19.02,17.68,,
2005,6,2005-10-08,4:05 PM,regular,Idaho,Nevada,,,wac,wac,False,14,62,0,6,0,8,0,14,14,14,20,0,19,26,4,15,5,12,1,2,1,2,25,49,288,23,32,272,23,38,44,265,313,537,1,0,1,0,0,0,0,0,16.47,20.2,,
2005,6,2005-10-08,4:30 PM,regular,North Carolina,Louisville,,23,acc,big-east,False,14,69,7,0,7,0,0,14,24,10,21,0,22,23,4,11,5,12,1,2,2,2,19,30,255,18,24,317,38,108,38,144,332,451,4,0,1,0,0,0,0,0,18,0,,
2005,6,2005-10-08,4:30 PM,regular,Iowa,Purdue,,,big10,big10,False,34,17,14,3,6,11,0,7,7,3,0,0,28,25,6,15,3,12,0,0,1,2,19,33,363,31,50,357,50,178,24,92,535,445,0,0,0,1,0,0,0,0,15.32,21.33,,ESPN
2005,6,2005-10-08,5:00 PM,regular,Stanford,Washington State,,,pac12,pac12,False,24,21,7,0,14,3,0,7,0,7,7,0,27,19,9,16,3,11,0,0,1,2,19,29,266,13,26,165,47,218,37,246,475,407,0,0,0,2,0,0,0,0,22.43,14.23,,
2005,6,2005-10-08,6:00 PM,regular,Houston,Tulane,,,cusa,cusa,False,35,14,7,0,21,7,0,7,0,0,7,0,20,18,7,14,6,15,0,1,0,2,11,22,218,13,33,152,46,248,37,120,440,240,0,1,0,0,0,0,0,0,18.4,18.18,,
2005,6,2005-10-08,6:00 PM,regular,Memphis,UCF,,,cusa,cusa,False,17,38,0,14,3,0,0,14,0,7,17,0,14,26,2,11,9,15,0,1,0,1,14,23,91,14,21,294,32,221,57,261,301,551,0,0,1,0,0,0,0,0,13.02,23.65,,
2005,6,2005-10-08,6:00 PM,regular,Rice,East Carolina,,,cusa,cusa,False,28,41,7,7,7,7,0,7,10,7,17,0,23,18,5,14,7,15,3,4,0,0,9,19,107,22,35,355,53,230,30,104,317,459,0,0,0,0,0,0,0,0,20.35,16.32,,
2005,6,2005-10-08,6:00 PM,regular,Ohio,Bowling Green,,,mac,mac,False,14,38,0,7,7,0,0,0,14,14,10,0,10,31,2,13,6,15,0,1,1,3,13,27,178,24,41,387,33,68,45,192,239,573,0,1,2,1,0,0,0,0,16.07,20.55,,
2005,6,2005-10-08,6:30 PM,regular,Utah,Colorado State,,,mwc,mwc,False,17,21,7,0,7,3,0,0,3,0,18,0,18,18,8,17,4,11,1,3,1,1,15,27,268,18,26,226,45,170,30,151,425,377,0,0,2,1,0,0,0,0,20.05,16.62,,
2005,6,2005-10-08,7:00 PM,regular,Hawaii,Louisiana Tech,,,wac,wac,False,14,46,14,0,0,0,0,16,7,20,3,0,17,26,3,9,10,14,1,2,1,2,26,37,302,14,20,166,15,11,54,327,280,476,1,0,1,0,0,0,0,0,13.73,22.92,,ESPN College Extra
2005,6,2005-10-08,7:00 PM,regular,Eastern Michigan,Toledo,,,mac,mac,False,3,30,0,3,0,0,0,10,3,7,10,0,18,25,4,14,2,9,2,2,1,2,25,43,204,16,27,171,25,101,41,295,291,456,1,0,1,0,0,0,0,0,17,19.03,,
2005,6,2005-10-08,7:00 PM,regular,Ball State,Western Michigan,,,mac,mac,False,60,57,21,6,10,0,23,7,16,14,0,20,30,27,8,19,7,16,1,2,1,2,23,41,324,26,36,396,57,240,55,171,546,544,0,2,1,2,0,0,0,0,9,0,,
2005,6,2005-10-08,7:00 PM,regular,UL-Monroe,Arkansas,,,sun-belt,sec,False,15,44,2,6,0,7,0,10,13,21,0,0,19,29,7,19,4,9,1,1,2,2,15,36,170,12,20,128,42,177,49,321,327,440,1,1,1,1,0,0,0,0,20.68,16.1,,
2005,6,2005-10-08,7:00 PM,regular,SMU,UAB,,,cusa,cusa,False,28,27,0,6,10,12,0,7,3,7,10,0,22,19,6,16,4,11,0,1,0,0,30,43,364,22,35,354,36,80,23,73,413,417,1,1,0,2,0,0,0,0,21.08,14.78,,
2005,6,2005-10-08,7:00 PM,regular,LSU,Vanderbilt,11,,sec,sec,False,34,6,9,0,3,22,0,3,0,3,0,0,22,10,8,16,2,14,0,0,0,1,21,32,295,11,33,179,43,194,26,25,479,138,4,2,1,2,0,0,0,0,21.52,15.17,,
